"ACTION","AS_units...2","AS_COMPLETION","ROW_COMPLETION","skip","checked_for_duplicates","row_number","Source","Source DOI","author","author_doi","data_location","sample","notes","notes2","treatment_OLD","treatment","treatment_NOTES","treatment_level","latitude","longitude","lat_lon_notes","location","elevation_m","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","aridity","plant_species","MAP(mm)","MAT(°)","Duration (year)","year_sampled","fraction_scheme","aggregate_size_OLD","aggregate_size","amino_sugars","AS_units...41","gluN","gluN_units","murA","murA_units","galN","galN_units","manN","manN_units","microbial_necromass_C","MNC_units","fungal_necromass_C","FNC_units","bacterial_necromass_C","BNC_units","bacterial_biomass_C","bbc_units","fungal_biomass_C","fbc_units","microbial_biomass_C","MBC-units","microbial_biomass_N","MBN-units","soc","SOC_units","soil_C","TC_units","soil_N","TN_units","soil C/N","pH","pH_method","clay","silt","sand","texture","bulk_density","Method","other_variables_available"
,,"4","25",,"Y","364","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Na Li et al., 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F1C1","mixed management",,"F1C1","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"568.65","mg/kg","31.02","mg/kg",,,,,,,,,,,"1395.72","ug/g","4719.65","ug/g",,,,,"10.79","g/kg",,,"0.89",,,"5.96",,"42","35.6","22.4","clay",,"Zhang and Amelung (1996)",
,,"4","25",,"Y","365","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Na Li et al., 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F1C2","mixed management",,"F1C2","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"565.49","mg/kg","33.23","mg/kg",,,,,,,,,,,"1495.42","ug/g","4662.76","ug/g",,,,,"12.28","g/kg",,,"1.14",,,"5.71",,"42","35.6","22.4","clay",,"Zhang and Amelung (1996)",
,,"4","25",,"Y","366","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Na Li et al., 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"Alfa","mixed management",,"Alfa","47°26'N","126°38'E",,,,"0","20",,,"grassland",,,,"550","1.5",,,"bulk soil",,,,,"481.25","mg/kg","35.45","mg/kg",,,,,,,,,,,"1595.11","ug/g","3876.12","ug/g",,,,,"11.09","g/kg",,,"1.07",,,"5.6",,"42","35.6","22.4","clay",,"Zhang and Amelung (1996)",
,,"0","19",,"Y","632","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"straw","straw",,,"47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884",,"550","1.5","8",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"5.1","g/kg",,,"0.41",,,"5.5",,"42","35.6","22.4","clay",,,
,,"0","19","duplicate","Y","633","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"straw","straw",,,"47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884",,"550","1.5","8",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"5.1","g/kg",,,"0.41",,,"6.88",,"42","35.6","22.4","clay",,,
,,"6","13","duplicate","Y","634","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"PM","PM",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"51.6129","mg/kg","33.5483871","mg/kg","15.48387097","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","635","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"NatF","NatF",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"170.3226","mg/kg","116.129","mg/kg","43.87097","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","636","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"Alfa","Alfa",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"258.0645161","mg/kg","172.9032258","mg/kg","72.25806452","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","637","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F0C0","F0C0",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"118.7097","mg/kg","82.58065","mg/kg","30.96774","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","638","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F1C0","F1C0",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"131.6129032","mg/kg","92.90322581","mg/kg","33.5483871","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","639","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F1C1","F1C1",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"283.871","mg/kg","211.6129","mg/kg","69.67742","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","640","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"F1C2","F1C2",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"283.8709677","mg/kg","211.6129032","mg/kg","64.51612903","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"6","13","duplicate","Y","641","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Li et al. 2015","https://doi.org/10.1016/j.ejsobi.2015.02.002",,,,,"MO","MO",,,"47.43","126.63",,,"196","0","20",,,"cropland",,,,,,,,"bulk soil",,,,,,,,,,,,,"684.1935484","mg/kg","397.4193548","mg/kg","268.3870968","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,
,,"4","18","duplicate","Y","2083","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"WC","WC",,,"47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1217.21","mg/kg","56.6323","mg/kg",,,,,,,,,,,,,,,,,,,,,"26.90","g/kg","2.06","g/kg",,"5.6",,,,,,,,
,,"4","18",,"Y","2084","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"WCF","cropping; fertilizer",,"WCF","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1133.57","mg/kg","62.233","mg/kg",,,,,,,,,,,,,,,,,,,,,"28.90","g/kg","2.22","g/kg",,"5.84",,,,,,,,
,,"4","18",,"Y","2085","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"SC","cropping; fertilizer",,"SC","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1279.4","mg/kg","67.8409","mg/kg",,,,,,,,,,,,,,,,,,,,,"27.30","g/kg","1.9","g/kg",,"4.72",,,,,,,,
,,"4","18",,"Y","2086","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"SCF","cropping; fertilizer",,"SCF","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1119.26","mg/kg","73.4274","mg/kg",,,,,,,,,,,,,,,,,,,,,"29.40","g/kg","2.21","g/kg",,"5.85",,,,,,,,
,,"4","18",,"Y","2087","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"MC","cropping; fertilizer",,"MC","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1239.62","mg/kg","66.2721","mg/kg",,,,,,,,,,,,,,,,,,,,,"27.40","g/kg","1.85","g/kg",,"4.29",,,,,,,,
,,"4","18",,"Y","2088","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"MCF","cropping; fertilizer",,"MCF","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1296.19","mg/kg","78.2261","mg/kg",,,,,,,,,,,,,,,,,,,,,"29.90","g/kg","2.02","g/kg",,"6.26",,,,,,,,
,,"4","18",,"Y","2089","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"BL","cropping; fertilizer",,"BL","47.45","126.92",,,,"0","20",,"Mollisol","cropland",,,,"550","2.2",,,"bulk soil",,,,,"1129.67","mg/kg","58.3501","mg/kg",,,,,,,,,,,,,,,,,,,,,"27.90","g/kg","2.17","g/kg",,"5.18",,,,,,,,
,,"4","18",,"Y","2090","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Chen et al, 2020","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"GL","cropping; fertilizer",,"GL","47.45","126.92",,,,"0","20",,"Mollisol","grassland",,,,"550","2.2",,,"bulk soil",,,,,"1434.89","mg/kg","76.71","mg/kg",,,,,,,,,,,,,,,,,,,,,"35.70","g/kg","2.86","g/kg",,"6.08",,,,,,,,
,,"6","15","duplicate","Y","14","Hu et al. 2023","https://doi.org/10.1111/gcb.16676","Chen et al., 2020b","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"NPK",,,"NPK","42.45","126.92",,,,,,,,"cropland",,,,"550","2.5","12",,"bulk soil",,,"1871.26","mg/kg","1212.12","mg/kg","56.57","mg/kg",,,,,,,,,,,,,,,,,,,"26.9","g/kg",,,,,,,,,,,,,,
,,"6","15","duplicate","Y","15","Hu et al. 2023","https://doi.org/10.1111/gcb.16676","Chen et al., 2020b","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"NPK",,,"NPK","42.45","126.92",,,,,,,,"cropland",,,,"550","2.5","12",,"bulk soil",,,"1961.08","mg/kg","1276.77","mg/kg","72.73","mg/kg",,,,,,,,,,,,,,,,,,,"27.3","g/kg",,,,,,,,,,,,,,
,,"6","15","duplicate","Y","16","Hu et al. 2023","https://doi.org/10.1111/gcb.16676","Chen et al., 2020b","https://doi.org/10.1016/j.ejsobi.2020.103216",,,,,"NPK",,,"NPK","42.45","126.92",,,,,,,,"cropland",,,,"550","2.5","12",,"bulk soil",,,"1886.23","mg/kg","1244.44","mg/kg","72.73","mg/kg",,,,,,,,,,,,,,,,,,,"27.4","g/kg",,,,,,,,,,,,,,
,,"6","19","duplicate","Y","2805","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate",">2000um",">2mm",,,,,,,,,,,"3102.22752","mg/kg","1987.18152","mg/kg","1115.046","mg/kg",,,,,,,,,,,"14.20",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2806","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","250-2000um","0.250-2mm",,,,,,,,,,,"3224.80176","mg/kg","2010.19776","mg/kg","1214.604","mg/kg",,,,,,,,,,,"16.60",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2807","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"2725.85904","mg/kg","1809.92904","mg/kg","915.93","mg/kg",,,,,,,,,,,"17.50",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2808","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"3184.9818","mg/kg","2368.6098","mg/kg","816.372","mg/kg",,,,,,,,,,,"11.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2809","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate",">2000um",">2mm",,,,,,,,,,,"4592.14581","mg/kg","2820.02331","mg/kg","1772.1225","mg/kg",,,,,,,,,,,"19.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2810","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","250-2000um","0.250-2mm",,,,,,,,,,,"4228.66515","mg/kg","2834.85765","mg/kg","1393.8075","mg/kg",,,,,,,,,,,"21.50",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2811","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"3229.9284","mg/kg","2094.9744","mg/kg","1134.954","mg/kg",,,,,,,,,,,"24.70",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2812","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"3950.52888","mg/kg","2616.45888","mg/kg","1334.07","mg/kg",,,,,,,,,,,"13.30",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2813","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate",">2000um",">2mm",,,,,,,,,,,"6495.45501","mg/kg","4225.54251","mg/kg","2269.9125","mg/kg",,,,,,,,,,,"21.90",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2814","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","250-2000um","0.250-2mm",,,,,,,,,,,"6720.89572","mg/kg","4610.27422","mg/kg","2110.6215","mg/kg",,,,,,,,,,,"24.80",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2815","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"3992.36427","mg/kg","2479.09077","mg/kg","1513.2735","mg/kg",,,,,,,,,,,"27.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2816","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"5415.48645","mg/kg","3862.38795","mg/kg","1553.0985","mg/kg",,,,,,,,,,,"15.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2817","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate",">2000um",">2mm",,,,,,,,,,,"8346.47128","mg/kg","5519.03578","mg/kg","2827.4355","mg/kg",,,,,,,,,,,"23.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2818","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","250-2000um","0.250-2mm",,,,,,,,,,,"8546.685","mg/kg","5778.987","mg/kg","2767.698","mg/kg",,,,,,,,,,,"26.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2819","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"4745.35899","mg/kg","2933.41149","mg/kg","1811.9475","mg/kg",,,,,,,,,,,"28.00",,,,,"7.9",,,,,,,,
,,"6","19","duplicate","Y","2820","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Luan et al. 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,"Z23",,,,,,,"39.13","117","lat-lon of Tianjin, China",,,"0","20",,,"cropland",,,,"586","16",,,"aggregate","<250um","<0.250mm",,,,,,,,,,,"6686.74929","mg/kg","4715.51079","mg/kg","1971.2385","mg/kg",,,,,,,,,,,"25.20",,,,,"7.9",,,,,,,,
,,"4","18",,"Y","2298","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"100CN>2 mm","fertilizer",,"100CN>2 mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate",">2mm",">2mm",,,"267.027171","mg/kg","25.0535556","mg/kg",,,,,,,,,,,,,,,"419.118",,"53.7931",,,,"14.20",,,,,"7.82",,,,,,,,
,,"4","17",,"Y","2299","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"100CN-2-0.25mm","fertilizer",,"100CN-2-0.25mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","2-0.25mm","2-0.250mm",,,"269.474774","mg/kg","26.7695556","mg/kg",,,,,,,,,,,,,,,"379.412",,"41.3793",,,,"16.60",,,,,,,,,,,,,
,,"4","17",,"Y","2300","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"100CN-0.25-0.053mm","fertilizer",,"100CN-0.25-0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","0.25-0.053mm","0.250-0.053mm",,,"208.200468","mg/kg","21.9648222","mg/kg",,,,,,,,,,,,,,,"291.176",,"33.6946",,,,"17.50",,,,,,,,,,,,,
,,"4","17",,"Y","2301","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"100CN- <0.053mm","fertilizer",,"100CN- <0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","<0.053mm","<0.053mm",,,"280.582865","mg/kg","20.2488222","mg/kg",,,,,,,,,,,,,,,"573.529",,"66.798",,,,"11.00",,,,,,,,,,,,,
,,"4","17",,"Y","2302","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN->2 mm","fertilizer",,"50CN/50MN->2 mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate",">2mm",">2mm",,,"379.423771","mg/kg","39.468","mg/kg",,,,,,,,,,,,,,,"564.706",,"64.4335",,,,"19.00",,,,,,,,,,,,,
,,"4","17",,"Y","2303","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN-2-0.25mm","fertilizer",,"50CN/50MN-2-0.25mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","2-0.25mm","2-0.250mm",,,"364.274353","mg/kg","31.2313333","mg/kg",,,,,,,,,,,,,,,"569.118",,"60.2956",,,,"21.50",,,,,,,,,,,,,
,,"4","17",,"Y","2304","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN-0.25-0.053mm","fertilizer",,"50CN/50MN-0.25-0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","0.25-0.053mm","0.250-0.053mm",,,"243.707993","mg/kg","25.3968889","mg/kg",,,,,,,,,,,,,,,"727.941",,"74.4828",,,,"24.70",,,,,,,,,,,,,
,,"4","17",,"Y","2305","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN-<0.053mm","fertilizer",,"50CN/50MN-<0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","<0.053mm","<0.053mm",,,"315.111284","mg/kg","22.9944444","mg/kg",,,,,,,,,,,,,,,"697.059",,"79.803",,,,"13.30",,,,,,,,,,,,,
,,"4","17",,"Y","2306","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN/25SN->2 mm","fertilizer",,"50CN/50MN/25SN->2 mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate",">2mm",">2mm",,,"552.041224","mg/kg","50.7935556","mg/kg",,,,,,,,,,,,,,,"727.941",,"82.1675",,,,"21.90",,,,,,,,,,,,,
,,"4","17",,"Y","2307","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN/25SN-2-0.25mm","fertilizer",,"50CN/50MN/25SN-2-0.25mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","2-0.25mm","2-0.250mm",,,"581.15935","mg/kg","47.3615556","mg/kg",,,,,,,,,,,,,,,"913.235",,"92.8079",,,,"24.80",,,,,,,,,,,,,
,,"4","17",,"Y","2308","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN/25SN-0.25-0.053mm","fertilizer",,"50CN/50MN/25SN-0.25-0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","0.25-0.053mm","0.250-0.053mm",,,"327.863182","mg/kg","34.32","mg/kg",,,,,,,,,,,,,,,"732.353",,"73.3005",,,,"27.00",,,,,,,,,,,,,
,,"4","17",,"Y","2309","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50MN/25SN-<0.053mm","fertilizer",,"50CN/50MN/25SN-<0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","<0.053mm","<0.053mm",,,"484.816226","mg/kg","34.6633333","mg/kg",,,,,,,,,,,,,,,"604.412",,"69.7537",,,,"15.00",,,,,,,,,,,,,
,,"4","17",,"Y","2310","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50SN->2 mm","fertilizer",,"50CN/50SN->2 mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate",">2mm",">2mm",,,"706.697709","mg/kg","63.8353333","mg/kg",,,,,,,,,,,,,,,"922.059",,"102.857",,,,"23.00",,,,,,,,,,,,,
,,"4","17",,"Y","2311","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50SN-2-0.25mm","fertilizer",,"50CN/50SN-2-0.25mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","2-0.25mm","2-0.250mm",,,"741.174839","mg/kg","61.776","mg/kg",,,,,,,,,,,,,,,"1102.94",,"109.36",,,,"26.10",,,,,,,,,,,,,
,,"4","17",,"Y","2312","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50SN-0.25-0.053mm","fertilizer",,"50CN/50SN-0.25-0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","0.25-0.053mm","0.250-0.053mm",,,"390.60732","mg/kg","40.1544444","mg/kg",,,,,,,,,,,,,,,"922.059",,"88.0788",,,,"28.50",,,,,,,,,,,,,
,,"4","17",,"Y","2313","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Luan et al, 2021","https://doi.org/10.1016/j.ejsobi.2021.103291",,,,,"50CN/50SN-<0.053mm","fertilizer",,"50CN/50SN-<0.053mm","39.22","117",,,,"0","20",,,"cropland",,,,"586","11.6",,,"aggregate","<0.053mm","<0.053mm",,,"586.958298","mg/kg","44.2728889","mg/kg",,,,,,,,,,,,,,,"630.882",,"72.7094",,,,"15.20",,,,,,,,,,,,,
